r_def,cve_ent,con,upm,n_pro_viv,v_sel,n_hog,h_mud,n_ren,c_res,sex,eda,n_hij,e_con,ur,zona,pos_ocu,seg_soc,rama_est1,ambito2,tue1,pre_asa,niv_ins,anios_esc,hrsocup,ingocup,imssissste,emp_ppal,p6c,p6d
0,15,40388,1517482,135,1,1,0,1,1,1,51, ,1,1,2,3,2,2,3,3,0,2,6,50,15050,4,1, ,6
0,14,40004,1416262,153,1,1,0,1,1,1,37, ,5,1,2,1,1,2,3,1,1,3,9,60,14000,1,2, ,1
0,14,40005,1416412,44,4,1,0,1,1,1,43, ,6,1,2,1,2,2,2,3,2,1,3,45,7740,4,1, ,6
0,14,40013,1408618,109,5,1,0,3,1,1,22, ,1,1,2,1,1,2,5,1,1,4,12,49,15000,1,2, ,1
0,14,40024,1418965,249,3,1,0,1,1,1,56, ,5,1,2,1,1,2,4,1,1,1,5,48,15050,1,2, ,1
0,14,40029,1402689,64,3,1,0,3,1,2,27,0,6,1,2,1,1,3,4,2,1,4,16,0,13000,1,2, ,1
0,14,40054,1417603,39,5,1,0,1,1,1,27, ,5,1,2,1,1,3,4,1,1,4,17,40,30000,1,2, ,1
0,14,40061,1414777,102,1,1,0,1,1,1,48, ,5,1,2,1,1,3,4,2,1,4,14,30,12000,1,2, ,1
0,14,40061,1414777,119,5,1,0,1,1,2,36,3,6,1,2,1,1,2,5,1,1,3,9,48,8000,1,2, ,1
0,14,40062,1411162,63,4,1,0,2,1,2,37,4,1,1,2,1,2,3,8,3,2,2,6,30,7310,4,1, ,6
0,14,40062,1411162,63,4,1,0,4,1,1,19, ,6,1,2,1,1,3,5,1,1,2,8,46,6450,1,2, ,1
0,14,40085,1417721,120,4,1,0,1,1,2,65,2,4,1,2,1,1,3,5,1,1,4,12,46,13000,1,2, ,1
0,14,40092,1410896,4,1,1,0,1,1,1,49, ,6,1,2,2,2,2,2,3,0,4,15,46,17200,4,1, ,6
0,14,40100,1413482,51,1,1,0,1,1,2,55,4,6,1,2,1,1,3,4,1,1,2,6,40,9000,1,2, ,1
0,14,40101,1402551,15,4,1,0,1,1,1,62, ,5,1,2,1,1,2,4,1,1,3,9,38,12900,1,2, ,1
0,14,40103,1403440,80,3,1,0,3,1,2,61,3,5,1,2,3,2,3,2,3,0,4,12,48,10000,4,1, ,6
0,14,40113,1412857,9,5,1,0,1,1,2,33,1,6,1,2,1,2,3,3,3,1,4,13,48,7740,4,1, ,6
0,14,40115,1413304,16,3,1,0,1,1,1,37, ,5,1,2,3,2,3,2,1,0,1,3,54,17200,4,2, ,6
0,14,40123,1417410,55,1,1,0,1,1,2,55,2,5,1,2,1,1,3,8,3,1,2,6,18,15050,1,2, ,1
0,14,40123,1417410,55,1,1,0,2,1,1,57, ,5,1,2,1,2,2,0,3,1,2,6,45,38700,4,1, ,6
0,14,40131,1411417,135,3,1,0,2,1,2,51,1,5,1,2,1,1,3,4,1,1,2,6,36,6020,1,2, ,1
0,14,40139,1413401,197,5,1,0,3,1,1,48, ,6,1,2,3,2,3,2,3,0,4,12,48,8600,4,1, ,6
0,14,40160,1414834,27,1,1,0,5,1,1,40, ,5,1,2,1,2,3,4,1,1,4,12,48,15050,4,1, ,6
0,14,40160,1414834,59,3,1,0,3,1,1,20, ,6,1,2,1,2,3,4,1,1,4,12,56,8600,4,1, ,6
0,14,40166,1413997,70,4,1,0,2,1,2,40,3,5,1,2,3,2,3,3,3,0,3,9,45,15050,4,1, ,6
0,14,40166,1413997,138,5,1,0,2,1,2,16,0,6,1,2,1,2,2,4,3,1,2,6,45,6880,4,1, ,6
0,14,40179,1404323,100,3,1,0,1,1,2,39,0,6,1,2,1,2,3,3,3,2,4,14,30,6450,4,1, ,6
0,14,40196,1417195,94,4,1,0,3,1,1,18, ,6,1,2,1,2,3,4,1,2,3,9,46,6450,4,1, ,6
0,14,40203,1411285,100,2,1,0,1,1,1,50, ,5,1,2,1,1,2,6,1,1,4,12,48,19350,1,2, ,1
0,14,40207,1416452,81,3,1,0,2,1,2,48,2,1,1,2,1,2,3,8,3,2,2,6,18,4730,4,1, ,6
0,14,40217,1413404,8,1,1,0,1,1,1,43, ,5,1,2,1,1,2,5,1,1,4,16,46,16000,1,2, ,1
0,14,40226,1417333,73,4,1,0,2,1,2,53,0,1,1,2,1,1,3,4,1,1,3,9,51,19350,1,2, ,1
0,14,40235,1419528,3,1,1,0,2,1,1,28, ,6,1,2,1,1,3,5,1,1,4,12,53,17200,1,2, ,1
0,14,40240,1418505,108,3,1,0,1,1,1,42, ,1,1,2,1,2,3,3,1,2,3,9,40,7525,4,1, ,6
0,14,40242,1417434,167,1,1,0,2,1,1,50, ,5,1,2,1,2,3,3,3,1,3,9,54,8600,4,1, ,6
0,14,40250,1404488,45,2,1,0,3,1,2,28,0,6,1,2,1,2,3,4,3,2,3,11,24,8600,4,1, ,6
0,14,40253,1411910,109,4,1,0,1,1,1,25, ,6,1,2,1,1,3,5,1,1,3,9,16,12900,1,2, ,1
0,14,40270,1417021,109,3,1,0,4,3,1,26, ,6,1,2,1,1,3,3,1,1,3,9,40,5160,1,2, ,1
0,14,40275,1402486,11,1,1,0,1,1,1,28, ,1,1,2,1,1,2,3,1,1,3,9,55,21500,1,2, ,1
0,14,40278,1408697,90,3,1,1,1,1,1,48, ,2,1,2,1,1,3,5,1,1,2,6,48,9890,1,2, ,1
0,14,40281,1416489,100,2,1,0,3,1,1,31, ,1,1,2,1,2,3,6,1,3,4,12,40,10750,4,1, ,6
0,14,40281,1416489,100,2,1,0,4,1,2,27,1,6,1,2,1,2,3,6,1,3,4,12,40,10750,4,1, ,6
0,14,40281,1416489,123,4,1,0,2,1,2,58,4,5,1,2,3,2,3,2,3,0,4,12,0,2150,4,1, ,6
0,14,40282,1408636,182,5,1,0,4,1,2,21,0,6,1,2,1,2,3,3,1,1,4,12,45,8600,4,1, ,6
0,14,40284,1408688,15,3,1,0,2,1,2,58,2,5,1,2,1,1,3,5,1,1,2,6,48,7800,1,2, ,1
0,14,40285,1418971,208,3,1,0,1,1,2,34,0,1,1,2,1,1,2,5,1,1,3,9,48,10750,1,2, ,1
0,14,40291,1402571,36,2,1,0,1,1,1,30, ,6,1,2,1,1,3,4,1,1,4,15,46,13000,1,2, ,1
0,14,40299,1404258,73,2,1,0,2,1,2,31,1,6,1,2,3,2,3,3,1,0,4,12,27,15050,4,2, ,6
0,14,40308,1412915,99,3,1,0,2,1,1,45, ,6,1,2,1,1,3,3,1,1,4,12,37,9890,1,2, ,1
0,14,40322,1413341,63,4,1,0,1,1,1,62, ,1,1,2,1,1,3,7,2,1,4,17,40,12040,1,2, ,1
0,14,40323,1411270,16,2,1,0,1,1,1,33, ,5,1,2,1,1,2,5,1,1,4,12,48,8600,1,2, ,1
0,14,40325,1414891,99,4,1,0,1,1,1,28, ,1,1,2,1,1,3,4,2,1,4,12,45,10000,1,2, ,1
0,14,40329,1403267,38,3,1,0,1,1,1,59, ,5,1,2,2,2,2,3,1,0,2,6,48,10750,4,2, ,6
0,14,40343,1418420,74,4,1,0,2,1,2,29,0,6,1,2,1,1,3,5,2,1,4,17,36,18000,1,2, ,1
0,14,40347,1416352,102,3,1,0,1,1,2,51,0,3,1,2,1,1,3,6,1,1,4,17,40,50000,1,2, ,1
0,14,40359,1411554,227,5,1,0,2,1,2,37,0,5,1,2,3,2,3,2,3,0,3,9,18,10000,4,1, ,6
0,14,40368,1403604,63,55,1,0,2,1,1,58, ,6,1,2,1,1,3,5,1,1,4,15,48,18000,1,2, ,1
0,14,40371,1405534,32,52,1,0,4,1,1,22, ,6,1,2,1,2,3,3,1,1,4,12,48,4300,4,1, ,6
0,14,40375,1412379,147,55,1,0,2,1,2,43,0,6,1,2,1,1,2,5,1,1,2,6,36,9000,1,2, ,1
0,14,40378,1412885,3,51,1,0,1,1,1,32, ,5,1,2,1,1,2,6,1,1,4,12,18,16000,1,2, ,1
0,14,40404,1419396,40,53,1,0,1,1,1,40, ,6,1,2,3,2,3,2,3,0,2,6,15,6450,4,1, ,6
0,14,40427,1412372,84,54,1,1,1,1,1,48, ,5,1,2,1,1,3,6,2,1,4,17,40,19000,1,2, ,1
0,14,40439,1417994,128,53,1,0,5,3,1,21, ,6,1,2,1,1,3,5,1,1,3,9,40,7000,1,2, ,1
0,14,40462,1416087,143,52,1,0,1,1,2,28,0,6,1,2,1,2,3,2,3,1,4,13,0,17200,4,1, ,6
0,14,40479,1415093,77,55,1,0,2,1,1,36, ,5,1,2,1,1,3,5,1,1,4,16,60,16770,1,2, ,1
0,14,40486,1402818,126,55,1,0,2,1,2,56,3,5,1,2,1,1,3,4,1,1,3,9,24,7740,1,2, ,1
0,14,40495,1412443,96,54,1,0,3,1,1,24, ,6,1,2,1,2,3,4,1,1,3,9,40,7740,4,1, ,6
0,14,40496,1412627,67,53,1,0,2,1,2,61,3,5,1,2,1,1,3,4,2,1,4,16,35,16000,1,2, ,1
0,14,40496,1412627,116,54,1,0,1,1,1,57, ,5,1,2,1,2,2,2,3,2,2,6,46,12900,4,1, ,6
0,14,40499,1413208,45,53,1,0,2,1,2,51,2,1,1,2,1,2,3,8,3,1,2,8,32,6880,4,1, ,6
0,14,40503,1414455,33,52,1,1,1,1,1,53, ,2,1,2,3,2,2,3,3,0,2,7,56,21500,4,1, ,6
0,14,40506,1414994,170,52,1,0,1,1,1,32, ,5,1,2,1,2,3,4,1,1,3,9,48,8600,4,1, ,6
0,14,40514,1408643,69,54,1,0,1,1,1,45, ,1,1,2,1,2,2,0,1,1,3,9,48,8600,4,1, ,6
0,14,40519,1411053,42,53,1,0,2,1,2,22,1,6,1,2,1,1,2,5,1,1,3,9,32,10750,1,2, ,1
0,14,40520,1414043,195,55,1,0,2,1,2,19,0,6,1,2,3,2,3,2,3,0,4,12,22,4300,4,1, ,6
0,14,40521,1414183,106,54,1,0,4,1,2,41,4,5,1,2,1,2,2,3,3,1,3,9,48,10750,4,1, ,6
0,14,40521,1414183,106,54,1,0,10,1,2,18,0,6,1,2,1,2,3,4,1,1,3,10,20,2580,4,1, ,6
0,14,40537,1403891,1,51,1,0,1,1,1,70, ,5,1,2,3,2,2,2,3,0,1,2,24,4300,4,1, ,6
0,14,40539,1404286,81,51,1,0,2,1,2,53,2,5,1,2,1,1,3,4,1,1,4,12,48,8400,1,2, ,1
0,14,40545,1405568,74,54,1,0,1,1,1,46, ,5,1,2,3,2,2,2,3,0,4,16,48,10750,4,1, ,6
0,14,40555,1416304,69,79,1,0,1,1,1,48, ,5,1,2,2,2,2,3,3,0,1,4,56,55900,4,1, ,6
0,14,40556,1416994,20,51,1,0,2,1,2,61,0,6,1,2,1,1,3,8,3,1,2,6,40,6450,1,2, ,1
0,14,40557,1417568,29,51,1,0,3,1,2,26,0,6,1,2,1,2,3,3,3,1,3,9,48,7740,4,1, ,6
0,14,40558,1417945,85,51,1,0,3,1,1,33, ,1,1,2,1,1,2,5,1,1,4,16,29,16000,1,2, ,1
0,14,40561,1414916,114,51,1,0,1,1,2,58,3,4,1,2,3,2,3,2,3,0,3,9,25,3225,4,1, ,6
0,14,40565,1410660,155,55,1,0,1,1,1,40, ,1,1,2,1,2,2,2,3,2,4,12,45,19350,4,1, ,6
0,14,40592,1418360,53,51,1,0,1,1,2,39,1,4,1,2,1,2,3,7,2,1,4,16,40,14000,4,1, ,6
0,14,40592,1418360,28,55,1,0,2,1,2,49,4,5,1,2,1,1,2,5,1,1,3,9,48,6450,1,2, ,1
0,19,40018,1907649,136,4,1,0,2,1,2,34,1,1,1,2,1,2,3,8,3,2,3,9,15,6450,4,1, ,6
0,19,40026,1910114,154,5,1,0,1,1,2,56,3,3,1,2,1,1,2,4,1,1,3,9,44,12040,1,2, ,1
0,19,40027,1910571,67,2,1,1,1,1,1,49, ,6,1,2,1,2,2,2,3,2,3,9,37,10750,4,1, ,6
0,19,40029,1911991,85,3,1,0,2,1,1,36, ,2,1,2,1,1,3,4,1,1,3,11,46,15050,1,2, ,1
0,19,40031,1913357,71,3,1,0,3,1,1,70, ,2,1,2,1,2,3,8,3,1,3,9,40,6450,4,1, ,6
0,19,40035,1902135,8,3,1,0,1,1,1,30, ,1,1,2,1,1,3,5,1,1,1,0,37,15050,1,2, ,1
0,19,40039,1907486,32,2,1,0,1,1,1,42, ,1,1,2,3,2,3,2,3,0,4,16,0,15000,4,1, ,6
0,19,40043,1900363,62,3,1,0,2,1,2,39,2,5,1,2,1,1,3,3,1,1,2,6,48,9890,1,2, ,1
0,19,40045,1900841,76,3,1,0,1,1,1,50, ,3,1,2,1,1,3,4,1,1,3,9,48,17200,1,2, ,1
0,19,40047,1901224,108,4,1,0,1,1,1,39, ,5,1,2,1,1,3,5,1,1,3,9,48,11000,1,2, ,1
0,19,40050,1903836,2,1,1,0,2,1,2,19,0,6,1,2,1,1,3,5,1,1,3,11,48,13500,1,2, ,1
0,19,40050,1903836,70,4,1,0,1,1,2,56,1,4,1,2,1,1,3,8,3,1,2,6,18,5805,1,2, ,1
0,19,40051,1904470,17,2,1,0,2,1,1,48, ,2,1,2,3,2,2,2,3,0,3,9,32,12900,4,1, ,6
0,19,40057,1906158,12,1,1,0,5,1,1,17, ,6,1,2,1,2,3,3,1,1,3,9,45,11180,4,1, ,6
0,19,40066,1909696,120,4,1,0,1,1,1,65, ,6,1,2,3,2,3,2,3,0,4,14,6,3000,4,1, ,6
0,19,40072,1912392,85,3,1,0,1,1,1,28, ,1,1,2,1,1,3,5,1,1,4,16,40,24000,1,2, ,1
0,19,40086,1901434,62,3,1,0,2,1,2,60,2,5,1,2,1,2,3,3,3,1,2,6,42,7310,4,1, ,6
0,19,40090,1904441,55,4,1,0,1,1,1,47, ,5,1,2,1,1,2,6,1,1,3,11,41,34400,1,2, ,1
0,19,40091,1904704,56,4,1,0,1,1,1,59, ,5,1,2,3,2,3,2,3,0,4,17,20,30000,4,1, ,6
0,19,40107,1911190,86,3,1,0,2,1,2,36,2,5,1,2,1,1,3,6,2,1,4,18,20,24000,3,2, ,5
0,19,40108,1911128,167,4,1,0,1,1,1,58, ,4,1,2,1,1,3,3,1,1,4,17,55,100000,1,2, ,1
0,19,40124,1904706,15,54,1,0,1,1,1,52, ,2,1,2,1,1,2,5,1,1,3,11,48,16770,1,2, ,1
0,19,40125,1905449,11,52,1,0,1,1,2,63,2,3,1,2,1,1,3,6,1,1,3,11,48,10320,1,2, ,1
0,19,40136,1909582,56,52,1,0,3,1,1,31, ,6,1,2,1,2,3,2,3,2,4,17,2,2580,4,1, ,6
0,19,40186,1913200,105,54,1,0,1,1,1,46, ,6,1,2,1,1,3,5,1,1,4,19,40,53500,1,2, ,1
0,19,40193,1900399,82,5,1,0,4,1,2,31,2,2,1,2,3,2,3,2,1,0,4,13,56,17200,4,2, ,6
0,19,40195,1901444,129,5,1,0,1,1,1,54, ,6,1,2,1,1,2,6,1,1,4,15,40,20000,1,2, ,1
0,19,40197,1904252,114,5,1,0,4,3,1,22, ,6,1,2,1,2,2,2,3,2,2,6,45,15050,4,1, ,6
0,19,40201,1905542,42,3,1,0,2,1,1,68, ,5,1,2,1,1,3,0,1,2,1,2,62,8400,1,2, ,1
0,19,40203,1906234,52,3,1,0,3,1,1,18, ,6,1,2,1,2,3,4,3,2,3,11,12,4300,4,1, ,6
0,19,40206,1907279,152,5,1,0,2,1,1,31, ,1,1,2,1,1,2,5,1,1,3,9,45,21500,1,2, ,1
0,19,40210,1907774,139,5,1,0,1,1,1,41, ,5,1,2,3,2,3,2,1,0,3,11,70,12900,4,2, ,6
0,19,40212,1908544,64,5,1,0,2,1,1,25, ,6,1,2,1,2,3,3,1,1,3,11,30,12900,4,1, ,6
0,19,40213,1908648,64,4,1,0,1,1,1,28, ,5,1,2,3,2,3,2,3,0,3,10,48,17200,4,1, ,6
0,19,40214,1908836,92,1,1,0,1,1,2,46,3,5,1,2,1,1,3,6,1,1,3,11,48,8600,1,2, ,1
0,19,40215,1909169,110,3,1,0,3,1,1,56, ,5,1,2,3,2,3,3,1,0,3,11,84,10000,4,2, ,6
0,19,40223,1913837,20,1,1,0,5,1,1,25, ,5,1,2,1,1,3,6,1,1,3,9,36,19350,1,2, ,1
0,19,40229,1900384,132,2,1,0,1,1,1,63, ,2,1,2,1,1,2,4,1,1,3,9,40,17200,1,2, ,1
0,19,40229,1900384,96,1,1,0,2,1,1,38, ,5,1,2,1,1,3,5,1,1,3,11,72,34400,1,2, ,1
0,19,40248,1906254,26,4,1,0,1,1,1,28, ,5,1,2,3,2,3,2,3,0,3,11,50,21500,4,1, ,6
0,19,40254,1908938,117,1,1,0,1,1,2,31,2,6,1,2,3,2,3,2,3,0,3,11,45,17200,4,1, ,6
0,19,40259,1910502,133,4,1,0,1,1,2,51,0,6,1,2,3,2,3,2,3,0,4,17,6,860,4,1, ,6
0,19,40260,1911007,26,4,1,0,1,1,1,39, ,6,1,2,1,1,3,6,1,1,4,19,0,50000,1,2, ,1
0,19,40261,1911077,59,2,1,0,6,3,2,29,1,1,1,2,1,1,3,5,1,1,4,12,46,9460,1,2, ,1
0,19,40263,1912572,50,3,1,0,3,1,1,35, ,6,1,2,1,1,2,0,1,1,4,17,40,20000,1,2, ,1
0,19,40269,1902928,145,4,1,0,2,1,2,44,1,1,1,2,1,1,3,6,1,1,3,9,40,11180,1,2, ,1
0,19,40273,1908062,134,5,1,0,1,1,1,37, ,3,1,2,1,1,3,4,1,1,4,17,50,37000,1,2, ,1
0,19,40286,1906506,19,1,1,0,2,1,2,65,1,5,1,2,3,2,3,2,3,0,4,12,28,12900,4,1, ,6
0,19,40288,1906858,35,2,1,0,2,1,2,43,1,5,1,2,1,1,3,4,2,1,3,11,40,20000,2,2, ,3
0,19,40299,1911955,72,5,1,0,3,1,1,25, ,6,1,2,1,1,3,4,1,1,3,11,48,12900,1,2, ,1
0,19,40302,1912438,109,3,1,0,1,1,1,48, ,5,1,2,1,1,2,5,1,1,4,17,45,15000,1,2, ,1
0,19,40302,1912438,109,3,1,0,3,1,2,24,0,6,1,2,1,1,3,4,1,1,3,11,48,10000,1,2, ,1
0,19,40306,1909733,87,3,1,0,1,1,1,48, ,4,1,2,1,1,3,6,2,1,3,10,40,20000,1,2, ,1
0,19,40311,1901082,6,1,1,0,1,1,1,47, ,5,1,2,1,1,3,5,1,1,4,16,34,35000,1,2, ,1
0,19,40316,1904109,102,53,1,0,3,1,2,23,1,1,1,2,3,2,3,2,3,0,3,11,36,20640,4,1, ,6
0,19,40316,1904109,132,54,1,1,1,1,2,34,2,2,1,2,1,1,2,5,1,1,3,9,48,8600,1,2, ,1
0,19,40320,1905056,68,54,1,0,3,1,2,32,2,5,1,2,1,2,2,0,1,2,3,9,48,8600,4,1, ,6
0,19,40320,1905056,88,55,1,0,2,1,1,31, ,1,1,2,1,1,2,5,1,1,3,12,48,15050,1,2, ,1
0,19,40321,1905754,76,53,1,0,3,1,1,40, ,5,1,2,1,1,3,4,2,1,4,18,40,15000,2,2, ,4
0,19,40326,1907358,70,54,1,0,3,1,2,20,0,6,1,2,1,1,3,4,1,1,3,11,48,11180,1,2, ,1
0,19,40331,1907974,82,54,1,0,1,1,1,46, ,5,1,2,3,3,3,2,3,0,3,9,48,15480,5,1, ,9
0,19,40334,1908974,15,52,1,0,1,1,2,82,2,4,1,2,3,2,3,2,3,0,3,9,8,4300,4,1, ,6
0,19,40338,1910740,12,51,1,0,7,1,1,31, ,6,1,2,1,1,2,5,1,1,4,16,48,11180,1,2, ,1
0,19,40344,1902110,69,52,1,2,1,1,1,29, ,6,1,2,1,1,2,6,1,1,4,12,40,13975,1,2, ,1
0,19,40349,1903179,62,52,1,0,3,3,1,24, ,1,1,2,1,1,3,5,1,1,3,11,56,10750,1,2, ,1
0,19,40350,1902111,43,51,1,0,1,1,2,54,0,4,1,2,1,1,3,5,1,1,3,9,48,11180,1,2, ,1
0,19,40355,1900740,25,52,1,0,1,1,2,49,3,6,1,2,1,2,3,8,3,2,2,6,0,6880,4,1, ,6
0,19,40355,1900740,120,54,1,0,2,1,2,32,0,5,1,2,1,1,3,4,1,1,4,16,30,12900,1,2, ,1
0,19,40357,1900974,75,54,1,0,3,1,2,25,0,6,1,2,1,1,2,6,1,1,4,12,47,11825,1,2, ,1
0,19,40358,1901240,40,52,1,0,1,1,1,50, ,5,1,2,1,1,2,5,1,1,3,11,48,17200,1,2, ,1
0,19,40365,1904009,11,77,1,0,3,1,1,23, ,6,1,2,1,1,2,6,1,1,3,11,48,13760,1,2, ,1
0,19,40367,1904266,111,55,1,0,1,1,1,48, ,5,1,2,1,1,3,5,1,1,3,9,60,12000,1,2, ,1
0,19,40372,1906207,96,54,1,0,1,1,1,44, ,6,1,2,1,1,2,3,1,1,3,9,45,13760,1,2, ,1
0,19,40377,1907455,135,54,1,0,2,1,2,23,0,6,1,2,1,1,3,4,1,1,4,12,48,10750,1,2, ,1
0,19,40376,1907362,276,55,1,0,1,1,2,29,0,6,1,2,1,1,2,6,1,1,4,17,38,24000,1,2, ,1
0,19,40381,1908038,120,52,1,0,4,1,2,19,0,6,1,2,3,2,3,2,3,0,3,9,22,12900,4,1, ,6
0,19,40383,1908794,26,51,1,0,2,1,1,31, ,6,1,2,2,2,3,2,3,0,2,6,15,116100,4,1, ,6
0,19,40383,1908794,26,51,1,0,4,1,1,51, ,6,1,2,1,2,3,2,3,2,1,0,18,5160,4,1, ,6
0,19,40384,1909078,102,51,1,0,4,1,2,45,1,5,1,2,1,1,3,7,2,1,4,17,40,8000,2,2, ,4
0,19,40390,1912271,41,53,1,0,1,1,1,73, ,5,1,2,3,2,3,2,3,0,3,9,12,3440,4,1, ,6
0,19,40400,1907028,100,54,1,0,1,1,2,44,6,1,1,2,1,2,3,8,3,2,2,8,40,8600,4,1, ,6
0,19,40414,1904894,23,52,1,0,3,1,1,31, ,1,1,2,1,1,3,5,1,1,3,11,60,15000,1,2, ,1
0,19,40422,1908733,132,55,1,0,1,1,1,30, ,5,1,2,1,1,3,4,1,1,4,16,60,30100,1,2, ,1
0,19,40428,1910190,36,55,1,0,1,1,2,53,2,3,1,2,1,1,3,5,1,1,3,9,50,17200,1,2, ,1
0,19,40431,1912024,117,51,1,0,1,1,2,55,4,2,1,2,1,1,2,6,1,1,3,9,0,12900,1,2, ,1
0,19,40431,1912024,117,51,1,0,3,1,1,38, ,2,1,2,1,1,2,0,1,1,3,11,0,25800,1,2, ,1
0,19,40431,1912024,78,54,1,0,3,1,1,24, ,6,1,2,1,1,3,0,1,1,4,17,32,11000,1,2, ,1
0,19,40434,1912842,39,76,1,0,3,1,1,30, ,6,1,2,1,1,3,5,1,1,4,17,60,7000,1,2, ,1
0,19,40441,1900251,44,52,1,0,1,1,1,39, ,5,1,2,3,2,3,2,3,0,3,11,18,17200,4,1, ,6
0,19,40442,1908061,26,52,1,0,4,1,1,28, ,5,1,2,1,1,2,6,1,1,4,12,48,16340,1,2, ,1
0,19,40442,1908061,26,52,1,0,9,1,2,21,2,6,1,2,1,1,3,5,1,1,3,11,48,10750,1,2, ,1
0,19,40443,1900181,26,54,1,0,1,1,1,56, ,3,1,2,2,2,3,5,1,0,4,14,49,15000,4,2, ,6
0,19,40444,1900728,54,52,1,0,1,1,1,30, ,6,1,2,2,2,2,4,1,0,4,17,45,40000,4,2, ,6
0,19,40448,1903677,35,55,1,1,1,1,1,26, ,1,1,2,1,1,3,6,1,1,4,17,40,37410,1,2, ,1
0,19,40454,1906033,8,51,1,0,2,1,2,30,0,1,1,2,1,1,3,5,2,1,4,18,45,25000,1,2, ,1
0,19,40467,1910527,14,55,1,0,6,1,1,54, ,5,1,2,3,2,3,2,3,0,4,12,36,12900,4,1, ,6
0,19,40473,1912739,136,51,1,0,2,1,2,27,0,6,1,2,1,1,3,7,2,1,4,16,45,30000,2,2, ,4
0,19,40483,1901264,55,3,1,0,2,1,2,59,4,5,1,2,1,1,2,6,1,1,2,6,48,12900,1,2, ,1
0,19,40486,1904255,9,1,1,0,1,1,1,18, ,1,1,2,1,2,2,2,3,1,2,8,45,8600,4,1, ,6
0,19,40486,1904255,125,5,1,0,3,1,1,26, ,6,1,2,3,2,3,3,3,0,3,10,30,12900,4,1, ,6
0,19,40500,1907970,58,3,1,0,2,1,1,22, ,1,1,2,1,1,2,6,1,1,3,12,55,10750,1,2, ,1
0,19,40503,1908970,72,3,1,0,1,1,1,41, ,1,1,2,1,1,2,5,1,1,3,9,48,19350,1,2, ,1
0,19,40505,1909446,64,1,1,0,1,1,2,33,0,6,1,2,1,1,3,4,1,1,3,11,48,15050,1,2, ,1
0,19,40511,1913366,10,1,1,0,1,1,1,62, ,5,1,2,1,2,2,2,3,2,1,0,45,19350,4,1, ,6
0,19,40523,1900613,93,4,1,0,1,1,1,49, ,5,1,2,1,1,3,4,1,1,3,11,46,21500,1,2, ,1
0,19,40524,1900826,69,4,1,0,2,1,1,34, ,6,1,2,1,1,3,3,1,2,3,11,36,30100,1,2, ,1
0,19,40538,1906701,31,2,1,0,1,1,1,56, ,6,1,2,1,1,3,4,1,1,4,12,44,33110,1,2, ,1
0,19,40545,1909651,27,2,1,0,1,1,2,38,1,1,1,2,1,2,3,8,3,1,2,6,12,5805,4,1, ,6
0,19,40547,1910154,118,2,1,0,1,1,1,59, ,5,1,2,1,1,3,6,2,1,3,9,48,28000,2,2, ,2
0,19,40563,1900196,28,1,1,0,2,1,2,40,2,5,1,2,1,1,3,6,1,1,4,17,45,40000,1,2, ,1
0,19,40565,1900916,1,1,1,0,2,1,2,30,0,5,1,2,1,1,2,5,1,1,4,18,45,38700,1,2, ,1
0,19,40578,1907795,13,1,1,0,2,1,2,54,0,5,1,2,1,1,3,6,2,1,4,16,32,32000,2,2, ,3
0,19,40579,1908899,62,3,1,0,1,1,1,43, ,5,1,2,1,1,2,6,1,1,4,16,40,60000,1,2, ,1
0,19,40596,1903114,6,1,1,0,1,1,2,36,2,1,1,2,1,1,3,3,1,1,4,14,48,12040,1,2, ,1
0,19,40597,1903115,75,4,1,0,1,1,1,60, ,5,1,2,1,1,2,6,1,1,4,17,56,43000,1,2, ,1
0,21,40002,2108238,52,4,1,0,6,1,1,19, ,1,1,2,1,2,3,4,1,2,4,12,66,8600,4,1, ,6
0,21,40005,2107154,162,4,1,0,1,1,1,56, ,5,1,2,3,2,1,0,1,0,3,9,50,1000,4,1, ,6
0,21,40017,2106142,18,4,1,1,1,1,1,36, ,1,1,2,1,2,3,4,1,1,4,12,47,10750,4,1, ,6
0,21,40021,2107289,79,2,1,0,1,1,1,51, ,5,1,2,3,2,2,2,3,0,2,6,39,8600,4,1, ,6
0,21,40022,2107704,55,3,1,0,1,1,1,61, ,1,1,2,3,2,3,2,3,0,3,9,9,10750,4,1, ,6
0,21,40024,2108010,38,4,1,1,1,1,2,33,0,6,1,2,1,1,2,4,1,1,4,12,45,12900,1,2, ,1
0,21,40033,2100708,36,5,1,0,1,1,1,45, ,1,1,2,1,2,2,2,3,2,2,6,50,6450,4,1, ,6
0,21,40035,2101453,120,1,1,0,1,1,2,50,4,2,1,2,1,2,3,8,3,2,1,0,14,1720,4,1, ,6
0,21,40050,2105147,40,5,1,0,1,1,1,54, ,5,1,2,1,2,3,4,1,3,4,12,48,5160,4,1, ,6
0,21,40056,2106088,44,2,1,0,1,1,2,43,3,6,1,2,2,2,3,3,3,0,3,9,88,8600,4,1, ,6
0,21,40078,2108480,83,4,1,0,5,1,1,21, ,6,1,2,1,1,3,3,1,1,4,12,48,9452,1,2, ,1
0,21,40082,2110086,67,2,1,0,2,1,2,30,1,1,1,2,3,2,3,3,3,0,4,13,42,12900,4,1, ,6
0,21,40099,2106137,9,1,1,0,1,1,1,42, ,5,1,2,3,2,3,2,3,0,3,12,35,24080,4,1, ,6
